Country,Polynomial Function,,Sine Function,,Sigmoid Function,
,MSE (%),R Square Score (%),MSE (%),R Square Score (%),MSE (%),R Square Score (%)
USA,1.510111215,0.678771288,1.782151549,0.620903255,1.23121919,0.738096803
UK,2.433698453,0.583169097,22.89704742,-2.199851136,1.986578178,0.659749475
Average,1.971904834,0.630970192,12.33959948,-0.789473941,1.608898684,0.698923139
